EmployeeID,Age,TravelProfile,Department,HomeToWork,EducationField,Gender,HourlnWeek,Involvement,WorkLifeBalance,Designation,JobSatisfaction,ESOPs,NumCompaniesWorked,OverTime,SalaryHikelastYear,WorkExperience,LastPromotion,CurrentProfile,MaritalStatus,MonthlyIncome,Attrition
5111543,33,Rarely,Sales,16,Statistics,Male,75,3,3,Manager,2,1,3,0,17,9,1,4,Married,20403,0
5111544,22,Yes,Analytics,5,Engineer,Male,67,4,2,Executive,3,1,5,0,21,4,1,,Single,18894,1
5111545,32,Rarely,Sales,14,Statistics,Male,73,3,5,Manager,2,1,2,0,16,8,0,3,Married,19403,0
5111546,41,Yes,Analytics,12,CA,F,60,3,2,Senior Manager,3,1,10,0,23,21,3,14,Single,29499,0
5111547,36,Rarely,Analytics,3,Statistics,Female,53,3,4,Manager,4,1,9,1,16,18,5,12,Single,20410,0
5111548,21,Rarely,Sales,,Marketing Diploma,Male,31,3,1,Executive,4,0,1,0,18,1,1,0,Single,17679,1
5111549,31,Rarely,Analytics,24,CA,Male,64,4,3,Manager,1,0,0,0,26,10,7,8,Married,20582,0
5111550,36,Rarely,Sales,18,CA,Male,61,5,5,Manager,1,1,7,1,20,8,3,3,Married,21440,1
5111551,60,Yes,Sales,3,Statistics,Female,59,4,5,Manager,3,1,8,0,17,21,2,4,Single,21473,0
5111552,43,Yes,Sales,27,Statistics,Male,62,3,4,AVP,1,0,1,1,17,25,4,12,Married,31959,0
5111553,30,Rarely,Analytics,,Statistics,Female,75,3,5,Executive,3,1,1,0,19,5,0,4,Single,17632,0
5111554,36,Rarely,Analytics,5,Statistics,Male,46,4,3,Senior Manager,4,1,3,0,24,16,7,5,Married,26274,0
5111555,40,Rarely,Analytics,9,Statistics,F,34,3,1,Senior Manager,4,0,5,0,24,10,3,3,Single,24376,0
5111556,34,Rarely,Analytics,10,CA,F,46,4,4,Senior Manager,4,1,1,0,19,9,7,7,Single,23621,0
5111557,33,Rarely,Sales,9,Statistics,Male,46,3,1,Manager,5,1,2,0,18,,2,2,Married,21392,0
5111558,47,Rarely,Sales,5,Engineer,F,77,5,1,AVP,4,0,4,1,18,29,8,8,Married,32872,0
5111559,30,No,Sales,23,Other,F,69,3,5,Senior Manager,5,1,0,0,,10,7,8,Divorsed,23412,0
5111560,,Rarely,Analytics,5,Statistics,Female,,3,5,Executive,3,1,1,0,24,1,0,0,Single,17318,0
5111561,43,Rarely,Sales,7,Marketing Diploma,Male,47,3,5,Manager,5,1,8,0,19,,2,6,Single,21155,0
5111562,28,Rarely,Analytics,11,CA,Female,69,3,1,Executive,1,0,2,0,17,7,2,5,Single,19445,0
5111563,37,Yes,Analytics,14,Statistics,Male,67,4,5,Manager,4,1,2,0,19,7,1,4,Single,22499,0
5111564,29,Rarely,Sales,,CA,Female,48,4,4,Executive,3,1,6,1,24,5,0,2,M,17800,1
5111565,27,Yes,Analytics,11,Statistics,Male,32,3,5,Senior Manager,5,1,1,0,26,9,1,7,Married,23793,0
5111566,28,Yes,Analytics,18,Statistics,Female,79,4,2,Executive,5,0,1,0,25,9,,4,Married,20774,0
5111567,39,Yes,Analytics,9,Statistics,Male,74,4,1,Manager,3,0,3,0,17,,8,8,Married,21321,0
5111568,56,Yes,Analytics,5,Statistics,Male,67,3,1,Senior Manager,4,0,4,0,24,24,2,3,Married,26976,0
5111569,37,Rarely,Analytics,9,Statistics,Female,57,1,5,Executive,1,0,4,0,18,6,1,,Married,19038,0
5111570,35,No,Analytics,6,Statistics,Male,42,4,1,Executive,2,0,4,0,23,7,1,,Divorsed,18979,0
5111571,53,No,Analytics,2,CA,F,60,4,5,AVP,3,1,4,1,25,27,0,2,Married,27965,0
5111572,54,Rarely,Sales,4,Marketing Diploma,Female,52,3,4,Manager,5,0,2,0,19,16,0,5,Divorsed,20940,0
5111573,28,Rarely,Analytics,,Statistics,Female,79,3,4,Executive,2,1,1,1,16,1,0,0,Divorsed,17515,1
5111574,36,No,Analytics,9,Statistics,F,63,1,1,Senior Manager,5,0,9,0,19,10,0,5,Married,26713,0
5111575,45,Yes,Analytics,8,Statistics,Male,67,3,5,Senior Manager,5,1,1,0,23,24,9,11,Married,20210,0
5111576,32,Yes,Sales,6,Statistics,Male,48,3,1,Manager,4,0,1,0,19,10,5,3,Divorsed,21524,0
5111577,33,Rarely,Sales,4,Marketing Diploma,F,50,3,3,Senior Manager,1,1,2,0,25,15,6,8,Married,26422,0
5111578,48,Rarely,Sales,17,Statistics,Female,66,3,5,Manager,3,0,8,0,19,18,7,7,Married,21439,0
5111579,37,No,Sales,11,Engineer,Male,56,3,2,Manager,2,0,5,0,19,,1,8,Married,21079,0
5111580,30,Rarely,Sales,1,Statistics,Male,64,4,3,Manager,5,0,1,0,16,10,6,7,Married,24714,1
5111581,40,Rarely,Analytics,21,Engineer,Male,61,3,4,Senior Manager,2,0,4,0,25,14,11,1,Divorsed,25322,0
5111582,42,Yes,Analytics,29,Engineer,Female,58,4,2,Manager,2,1,0,0,16,7,0,4,Divorsed,19523,0
5111583,35,Rarely,Analytics,8,Other,Male,59,3,3,Senior Manager,3,1,3,0,26,17,1,6,Single,25221,0
5111584,54,Rarely,Sales,3,Statistics,F,41,4,1,Senior Manager,3,0,6,0,16,13,7,0,Divorsed,25686,0
5111585,46,Rarely,Analytics,3,Other,Male,72,2,4,VP,2,1,1,0,17,26,2,8,Divorsed,35202,0
5111586,39,Rarely,Sales,25,Marketing Diploma,F,60,4,4,AVP,1,0,0,0,16,21,9,6,Married,27031,0
5111587,53,Rarely,Analytics,4,CA,Male,45,3,2,AVP,3,0,3,1,21,21,1,3,Married,32584,0
5111588,,No,Analytics,18,Statistics,Male,,5,5,Executive,3,1,2,0,18,6,0,0,Single,17290,0
5111589,24,Rarely,Analytics,7,CA,Male,60,2,1,Executive,5,1,3,0,22,6,1,,Divorsed,18819,0
5111590,35,Rarely,Sales,,Statistics,Female,72,3,5,Executive,2,1,1,0,21,3,0,2,Divorsed,17572,0
5111591,,Rarely,Analytics,18,Other,Male,64,4,5,Executive,4,0,1,0,26,1,0,0,M,17127,0
5111592,30,Rarely,Sales,9,Other,Male,62,3,5,Senior Manager,3,0,5,0,16,10,7,7,Married,22264,0
5111593,28,Yes,Analytics,,CA,Male,38,4,1,Executive,5,0,7,0,16,8,0,0,Single,17561,1
5111594,44,Yes,Sales,5,Statistics,Male,64,3,2,Manager,1,0,2,0,26,8,8,8,Married,21675,0
5111595,23,Rarely,Analytics,11,Statistics,Male,66,5,5,Executive,5,0,2,0,21,5,2,2,Divorsed,18451,0
5111596,52,Rarely,Analytics,7,Engineer,Male,78,3,2,Manager,5,1,3,1,17,18,6,9,Married,20577,0
5111597,22,Rarely,Analytics,,Engineer,Male,80,3,1,Executive,2,0,0,0,19,3,2,1,Divorsed,,0
5111598,28,Yes,Analytics,8,Statistics,Female,55,3,3,,1,0,1,1,20,7,1,3,Single,18379,0
5111599,24,Yes,Analytics,10,CA,Male,59,3,5,Executive,5,1,2,1,16,4,0,0,Single,18172,1
5111600,,Rarely,Analytics,28,CA,Female,,3,3,Executive,4,1,2,0,20,9,1,2,Single,17311,0
5111601,50,Rarely,Analytics,9,Statistics,F,43,4,5,AVP,3,1,3,1,25,31,3,13,Married,29966,0
5111602,40,Yes,Analytics,3,CA,Female,38,1,1,Manager,4,1,1,0,29,8,3,7,Divorsed,19244,0
5111603,28,Rarely,,2,Statistics,Male,72,4,2,Executive,3,0,1,0,19,1,0,0,Married,16563,0
5111604,29,No,Sales,7,CA,Male,45,3,3,Manager,3,1,2,0,21,6,1,5,Married,20221,0
5111605,27,Rarely,Analytics,19,CA,Male,47,3,2,,4,0,3,1,19,6,1,3,M,18373,1
5111606,45,Yes,Sales,27,Statistics,Female,80,3,4,Manager,5,1,2,0,19,5,0,0,Married,19286,1
5111607,36,Rarely,Analytics,3,CA,Male,60,4,5,Executive,3,1,7,0,18,11,2,8,Divorsed,18258,0
5111608,35,Rarely,Analytics,10,Statistics,F,55,3,1,Senior Manager,4,1,1,0,17,14,3,12,Single,27994,0
5111609,28,Rarely,Analytics,,Statistics,Female,79,3,4,Executive,1,1,1,1,16,1,0,0,M,17515,1
5111610,30,Rarely,Analytics,32,Statistics,Male,65,5,1,Manager,3,1,9,0,23,12,2,7,Married,22384,0
5111611,29,Rarely,Sales,,Statistics,Male,67,3,5,Executive,3,1,1,0,16,1,0,0,Single,17642,0
5111612,29,Rarely,Analytics,32,Statistics,Male,68,5,4,Manager,4,0,2,0,20,9,2,8,Married,22549,0
5111613,36,Yes,Sales,15,Other,Male,38,3,5,Manager,1,1,4,1,30,14,7,8,Single,20581,1
5111614,42,Rarely,Sales,3,Statistics,F,66,3,1,Manager,1,0,9,1,17,9,1,6,Single,21993,1
5111615,36,Rarely,Sales,19,Marketing Diploma,Male,68,3,5,Senior Manager,4,1,1,0,21,13,7,10,Divorsed,24020,0
5111616,29,No,Analytics,4,Statistics,F,57,5,2,Manager,1,1,1,0,,11,8,6,Married,22674,0
5111617,45,Rarely,Analytics,6,Other,Male,37,3,4,VP,1,0,5,1,18,27,1,2,Married,35513,0
5111618,41,Yes,Analytics,12,CA,F,60,3,5,Senior Manager,3,0,10,0,23,21,3,14,Single,29499,0
5111619,32,Rarely,Analytics,11,Statistics,F,65,3,3,AVP,4,0,4,0,17,10,2,1,Single,32422,0
5111620,44,Rarely,Analytics,6,Statistics,Male,68,5,1,VP,2,1,4,0,20,26,1,8,Divorsed,35740,0
5111621,,Yes,Sales,27,Engineer,Male,47,1,1,Executive,5,0,2,0,23,2,1,1,Single,17091,1
5111622,36,No,Analytics,10,Statistics,Male,66,1,5,Executive,4,0,1,0,27,5,0,2,M,17810,0
5111623,38,Yes,Marketing,2,Other,Male,58,3,1,Executive,4,1,0,1,16,7,1,2,M,17991,0
5111624,30,Rarely,Analytics,18,Statistics,Female,51,4,3,Manager,3,1,1,1,18,11,1,9,Single,20193,0
5111625,40,Rarely,Analytics,1,Statistics,Male,,3,4,Executive,4,1,3,0,27,7,0,3,Divorsed,17387,0
5111626,55,Rarely,Analytics,3,CA,Male,78,3,3,VP,5,0,5,1,18,24,1,4,Married,34859,1
5111627,35,No,Analytics,29,Engineer,Female,64,4,5,Executive,3,0,2,0,26,6,1,1,M,18029,0
5111628,58,Rarely,Sales,11,CA,Male,37,3,5,AVP,3,1,0,0,18,38,1,8,Single,28872,0
5111629,29,Rarely,Analytics,2,Engineer,Male,,4,4,Executive,5,0,6,0,18,11,0,7,Single,17362,1
5111630,32,Yes,Sales,11,Marketing Diploma,Male,79,3,1,Manager,1,0,8,0,18,4,0,0,Single,19648,0
5111631,27,Yes,Sales,9,Statistics,Male,37,3,3,Senior Manager,3,0,1,0,20,9,1,7,Single,23726,0
5111632,60,Rarely,Sales,17,Marketing Diploma,Male,54,3,4,Manager,5,0,8,0,19,10,2,2,Single,20405,0
5111633,25,Rarely,Sales,5,Statistics,Female,59,4,4,Manager,2,0,1,1,16,5,1,3,Single,19487,0
5111634,30,Rarely,Analytics,3,Statistics,Female,69,3,4,Executive,2,0,2,0,21,4,2,3,Married,19760,0
5111635,46,Rarely,Sales,14,Statistics,F,62,3,2,AVP,1,0,4,0,19,27,2,2,Married,33650,0
5111636,36,Rarely,Analytics,,CA,Male,79,3,2,Executive,3,0,4,0,26,16,3,9,Single,17519,0
5111637,33,Rarely,Analytics,,Statistics,Female,39,3,2,Executive,5,0,7,0,25,13,1,7,Divorsed,17707,1
5111638,22,Yes,Analytics,4,Statistics,Male,48,4,5,Executive,1,1,0,1,16,1,0,0,M,17853,1
5111639,29,Rarely,Analytics,20,Engineer,Male,34,4,2,Executive,1,1,6,0,18,7,1,4,M,18367,1
5111640,35,Yes,Analytics,4,Other,Male,63,3,5,Executive,5,1,6,0,20,11,2,,M,18996,0
5111641,30,Rarely,Analytics,21,CA,Male,58,4,5,,2,1,2,1,19,5,1,2,Single,18389,1
5111642,47,Rarely,Sales,3,Marketing Diploma,Female,35,3,3,Manager,1,0,0,1,27,8,7,7,Married,19537,0
5111643,56,Rarely,Sales,12,Marketing Diploma,Female,59,4,1,Manager,5,0,4,0,21,6,0,0,Married,20380,0
5111644,31,No,Analytics,4,CA,Male,48,3,5,Executive,5,1,1,1,18,4,2,3,M,18065,0
5111645,35,Yes,Sales,9,Marketing Diploma,Female,35,5,4,Executive,3,1,1,0,22,4,2,1,M,18351,1
5111646,56,Rarely,Sales,21,Statistics,F,55,3,4,AVP,4,0,4,0,29,38,8,8,Single,32835,0
5111647,58,Yes,Analytics,3,Statistics,Male,,4,5,Executive,1,0,9,1,19,3,0,0,M,17380,1
5111648,37,Rarely,Sales,1,Statistics,Male,46,4,3,Senior Manager,3,1,5,0,16,17,11,7,Divorsed,25609,1
5111649,40,Rarely,Analytics,5,Engineer,Female,82,4,2,Manager,3,1,2,0,17,21,12,11,Single,20553,0
5111650,40,Rarely,Sales,9,CA,Male,40,1,1,Senior Manager,3,0,3,0,17,12,8,7,Married,24237,0
5111651,35,Rarely,Marketing,27,Statistics,F,31,3,2,Senior Manager,1,1,1,1,21,9,1,7,Single,23837,0
5111652,55,Rarely,Sales,19,Statistics,F,53,3,1,AVP,4,1,3,0,28,37,7,7,Single,31835,0
5111653,34,Rarely,Analytics,11,Statistics,Male,53,3,2,Executive,4,1,1,0,19,1,1,0,M,17008,0
5111654,28,Yes,Analytics,3,Engineer,Male,62,4,1,Manager,5,1,6,0,25,7,3,1,Divorsed,20298,0
5111655,35,No,Sales,13,Statistics,Male,59,3,4,Manager,3,1,2,1,20,16,1,8,Married,20001,0
5111656,43,Rarely,Analytics,7,Engineer,Male,60,3,1,VP,2,1,2,0,17,23,12,16,Divorsed,35232,0
5111657,46,Rarely,Analytics,22,CA,F,66,3,3,Manager,4,0,4,0,27,13,3,7,Married,23926,1
5111658,44,Yes,Marketing,2,MBA,Male,37,3,1,Manager,1,1,4,1,16,14,,2,Married,20743,0
5111659,28,Rarely,Sales,5,Marketing Diploma,Male,57,3,1,Executive,5,1,1,0,17,6,1,,Married,19041,1
5111660,32,Rarely,Sales,8,Statistics,Female,69,3,5,Manager,1,1,2,0,17,11,1,3,Married,21476,0
5111661,,Rarely,Marketing,7,CA,Male,,3,2,Executive,3,1,8,0,22,7,2,2,Divorsed,17267,0
5111662,22,Yes,Analytics,5,Engineer,Male,59,4,2,Executive,3,1,5,0,21,4,1,,Single,18894,1
5111663,25,Rarely,Analytics,5,Engineer,Male,32,3,2,Executive,1,0,1,1,20,7,5,6,M,18691,1
5111664,31,Rarely,Analytics,23,Other,Male,57,3,4,Manager,5,0,1,0,21,8,1,3,Divorsed,25957,0
5111665,,Rarely,Analytics,26,Statistics,Male,,5,5,Executive,3,1,1,0,17,1,0,1,Single,17293,1
5111666,34,Rarely,Analytics,8,CA,Male,35,3,3,Executive,1,1,1,0,18,1,0,0,Single,17972,0
5111667,26,Rarely,Sales,12,Statistics,Male,70,4,4,Executive,5,0,4,0,18,7,3,3,Married,20400,1
5111668,27,Rarely,Sales,11,Engineer,Male,40,4,2,Manager,5,1,7,0,23,,2,3,Single,21326,1
5111669,48,Yes,Sales,7,CA,Male,69,3,5,Manager,3,1,4,0,25,6,1,,Single,18976,0
5111670,36,Rarely,Analytics,25,Statistics,Male,48,5,5,Executive,3,0,1,0,21,7,5,4,Single,20230,0
5111671,27,No,Sales,32,CA,Male,81,5,5,Manager,5,0,9,0,24,8,3,3,Single,20969,1
5111672,30,Rarely,Sales,8,CA,Male,45,4,1,Manager,4,0,2,1,19,11,1,10,Married,20187,0
5111673,41,No,Sales,31,Other,Male,60,5,5,Senior Manager,5,0,4,0,21,21,1,2,Married,26932,0
5111674,60,Yes,Sales,29,Marketing Diploma,F,80,4,3,Senior Manager,5,1,4,0,24,22,13,11,Married,25266,0
5111675,30,Rarely,Sales,1,Statistics,Male,64,4,5,Manager,5,0,1,0,16,10,6,7,Married,24714,1
5111676,35,Rarely,Analytics,,Statistics,Male,63,4,3,Executive,1,1,1,0,23,1,0,1,M,17690,0
5111677,41,Rarely,Analytics,5,CA,F,61,1,2,Manager,3,1,6,0,26,16,12,9,Married,22377,0
5111678,33,Rarely,Analytics,5,Engineer,Male,56,4,5,Manager,5,0,5,0,19,10,1,5,Single,18176,0
5111679,36,Yes,Sales,4,CA,Male,48,4,2,Senior Manager,1,0,4,0,16,16,1,12,Married,,0
5111680,30,Rarely,Marketing,9,CA,Male,59,4,2,Executive,4,1,2,0,17,2,1,,M,18804,0
5111681,32,Rarely,Sales,5,Statistics,Male,79,3,4,Manager,2,1,5,1,19,11,1,6,Single,22582,0
5111682,31,No,Analytics,11,CA,F,40,3,3,Senior Manager,3,0,4,0,25,13,4,8,Married,26031,0
5111683,40,Rarely,Sales,3,Marketing Diploma,Female,46,3,1,Manager,4,1,7,0,17,8,1,3,Married,20715,0
5111684,46,Rarely,Sales,5,Other,Male,63,3,3,Manager,4,1,1,0,25,10,,8,Divorsed,20805,0
5111685,58,Rarely,Analytics,8,CA,F,53,4,5,Senior Manager,5,1,7,1,19,31,5,9,Married,25008,1
5111686,23,Rarely,,7,Statistics,Male,63,1,5,Executive,5,1,1,1,26,1,0,0,Divorsed,16601,1
5111687,50,Rarely,Analytics,3,CA,Male,62,3,1,VP,3,1,2,1,16,29,7,7,Divorsed,34237,0
5111688,27,Rarely,Sales,3,Marketing Diploma,Male,55,3,5,Executive,5,1,0,0,16,5,0,2,M,18041,1
5111689,40,No,Sales,25,Statistics,F,80,1,3,AVP,4,0,4,1,21,22,0,0,Single,28194,1
5111690,53,Yes,Analytics,28,CA,F,53,4,2,AVP,2,0,4,0,28,32,1,1,Divorsed,29826,0
5111691,44,Rarely,Analytics,15,Statistics,Male,61,4,3,AVP,4,0,2,0,17,26,4,10,Married,30336,0
5111692,33,Rarely,Sales,17,Statistics,F,74,3,1,Senior Manager,5,0,2,1,,11,0,0,Single,23564,1
5111693,26,Rarely,Marketing,5,MBA,Female,54,3,5,Executive,4,0,5,0,20,7,2,3,M,18187,0
5111694,32,Yes,Sales,29,Marketing Diploma,Male,65,3,1,Manager,1,0,2,1,17,11,1,9,Married,21617,1
5111695,54,Rarely,Analytics,27,CA,Male,50,1,4,Senior Manager,1,1,4,0,,12,2,3,Married,23005,0
5111696,40,Rarely,Marketing,5,Statistics,Female,44,4,3,Manager,2,0,9,0,17,,1,5,Divorsed,21204,0
5111697,,Rarely,Analytics,22,CA,Male,79,1,1,Executive,4,0,1,0,23,14,2,13,M,17028,0
5111698,35,Rarely,Analytics,11,Other,Male,45,3,3,Executive,2,0,1,0,25,3,1,,M,18917,0
5111699,51,Rarely,Analytics,7,Statistics,Male,51,3,5,VP,3,0,7,0,18,23,15,15,Single,34537,0
5111700,27,Rarely,Analytics,9,CA,Female,67,3,4,Executive,1,1,1,0,16,6,1,4,Single,18445,0
5111701,48,Rarely,Sales,5,Marketing Diploma,Female,37,3,4,Manager,2,0,1,1,28,9,8,8,Divorsed,20537,0
5111702,58,No,Analytics,1,Statistics,Male,32,5,1,Manager,3,0,2,1,18,12,1,2,Married,20660,0
5111703,56,Rarely,Analytics,24,Statistics,Male,68,3,4,AVP,4,1,4,1,17,33,15,9,Divorsed,28402,0
5111704,29,Rarely,Analytics,1,CA,Male,36,3,1,Executive,1,1,9,1,19,4,2,2,Married,19787,1
5111705,38,Rarely,Sales,5,Marketing Diploma,Male,77,3,5,Manager,3,0,5,1,17,18,2,1,Divorsed,25602,0
5111706,50,Yes,Sales,2,Statistics,Male,64,3,4,Manager,3,0,7,0,17,12,0,1,Married,21728,1
5111707,36,Yes,Analytics,12,Statistics,Male,65,4,1,Manager,4,1,1,0,18,6,0,3,Single,21499,0
5111708,34,Yes,Marketing,24,MBA,F,43,3,5,Senior Manager,5,1,9,1,20,11,0,2,Married,24950,1
5111709,36,Rarely,Analytics,9,Statistics,Male,68,3,1,Executive,3,0,1,1,20,5,3,3,Divorsed,19506,0
5111710,51,Rarely,Sales,6,Marketing Diploma,Male,58,4,5,Executive,3,0,2,1,20,4,1,3,Divorsed,18683,1
5111711,21,Rarely,,16,Statistics,Male,66,3,1,Executive,2,1,1,0,19,0,0,0,Single,,0
5111712,24,Rarely,Analytics,,CA,Male,59,2,1,Executive,2,1,1,1,16,6,1,4,Divorsed,17725,0
5111713,33,No,Sales,23,Marketing Diploma,Male,65,3,5,Manager,4,1,0,0,18,,0,7,Divorsed,21146,0
5111714,37,Yes,Sales,,Marketing Diploma,Male,41,3,4,Executive,1,0,4,0,22,13,5,8,M,17793,0
5111715,,Rarely,Sales,11,Marketing Diploma,Male,,3,1,Executive,4,1,1,0,19,2,2,2,M,17297,0
5111716,31,Yes,Sales,,Statistics,Female,60,4,1,Executive,2,1,7,0,19,3,0,0,Single,17785,1
5111717,24,Yes,Analytics,10,CA,Male,59,3,5,Executive,5,0,2,1,16,4,0,0,Single,18172,1
5111718,43,Rarely,Analytics,26,Statistics,F,46,3,1,AVP,2,0,3,0,20,17,1,1,Single,31992,0
5111719,40,Rarely,Marketing,6,MBA,F,46,1,4,Manager,4,0,10,0,21,13,4,7,Married,22389,0
5111720,33,Rarely,Analytics,16,CA,Male,56,3,2,Senior Manager,3,1,7,1,17,15,7,7,Divorsed,28610,1
5111721,36,Rarely,Analytics,,CA,Male,79,3,3,Executive,3,0,4,0,26,16,3,9,Single,17519,0
5111722,59,Rarely,Analytics,8,Engineer,F,39,4,2,Senior Manager,4,1,3,1,19,25,1,5,Married,26552,0
5111723,25,Yes,Analytics,10,Statistics,Female,57,3,1,Executive,3,0,2,1,22,7,2,,Divorsed,18886,1
5111724,35,Yes,Analytics,18,CA,Male,73,3,2,AVP,5,1,8,0,20,17,7,10,Married,33007,0
5111725,26,Yes,Analytics,4,Engineer,Male,73,3,3,Executive,5,1,0,0,27,7,0,4,Single,18102,1
5111726,36,Rarely,Analytics,,Statistics,Female,43,1,4,Executive,5,0,1,0,21,18,15,14,Single,17743,1
5111727,37,Yes,Analytics,14,Statistics,Male,67,4,4,Manager,4,1,2,0,19,7,1,4,Single,22499,0
5111728,41,Rarely,Analytics,23,Engineer,Male,63,3,2,Senior Manager,1,1,5,0,26,15,12,2,Married,26322,0
5111729,38,Yes,Analytics,14,Other,Male,49,3,3,Senior Manager,2,1,2,1,20,11,1,8,Married,28185,0
5111730,30,Rarely,Sales,13,Engineer,Female,53,3,5,Manager,3,0,0,0,16,6,4,4,Single,21577,0
5111731,54,Rarely,Analytics,3,Engineer,F,60,3,4,Senior Manager,3,1,9,0,17,16,0,3,Divorsed,28549,0
5111732,39,Yes,Marketing,13,MBA,Male,73,3,1,Manager,3,1,4,0,17,11,2,3,Married,22077,0
5111733,37,Rarely,Analytics,13,Statistics,Male,62,3,2,Senior Manager,5,0,8,1,19,16,6,8,Married,24321,0
5111734,37,No,Sales,13,CA,Male,34,3,3,Senior Manager,1,1,2,0,20,11,10,8,Single,25980,0
5111735,41,Rarely,Analytics,8,CA,Female,42,3,2,Manager,3,1,6,0,19,8,2,1,Single,20003,0
5111736,31,Yes,Sales,29,Marketing Diploma,F,54,4,1,Manager,5,1,6,0,,10,1,2,Single,22696,1
5111737,35,Rarely,Analytics,8,CA,Male,59,4,1,Manager,1,1,2,0,20,16,5,14,Married,19986,0
5111738,27,Rarely,Marketing,23,CA,Female,71,3,3,Executive,4,0,1,1,17,7,2,5,M,18148,1
5111739,36,Rarely,Sales,1,Statistics,Male,56,3,2,Manager,2,1,1,1,19,,4,11,Divorsed,21201,0
5111740,28,Yes,Analytics,,Statistics,Male,39,4,2,Executive,3,1,1,1,19,3,0,2,M,17703,0
5111741,53,Rarely,Sales,9,Marketing Diploma,Male,73,3,1,AVP,2,1,5,0,19,28,2,2,Divorsed,26836,0
5111742,51,Yes,Analytics,1,CA,F,30,4,2,Senior Manager,5,0,3,0,25,23,12,8,Single,22484,0
5111743,50,Rarely,Sales,1,CA,F,68,3,1,VP,2,0,3,0,16,32,0,6,Married,34517,0
5111744,33,Rarely,Analytics,,Other,Male,63,3,2,Executive,1,0,1,1,18,10,7,8,Single,17686,1
5111745,42,Yes,Analytics,9,Statistics,Male,66,3,3,VP,2,0,1,0,18,24,14,9,Married,33430,0
5111746,33,Rarely,Analytics,26,Statistics,Male,44,4,5,Manager,4,0,1,0,18,5,0,2,Single,19320,0
5111747,38,Rarely,Analytics,3,Statistics,Male,45,3,3,Executive,2,0,5,1,16,6,1,,Single,18944,0
5111748,30,Rarely,Analytics,17,Statistics,Male,58,1,2,Manager,3,1,3,0,21,10,1,7,Married,,0
5111749,34,Yes,Analytics,11,Statistics,Male,42,1,2,Manager,1,0,1,0,18,9,7,2,Married,19724,0
5111750,36,Rarely,Analytics,4,CA,Male,70,4,5,Executive,5,1,2,0,25,4,2,3,Single,18450,0
5111751,43,Rarely,Analytics,27,CA,Male,58,3,4,Senior Manager,5,1,2,1,,11,6,9,Divorsed,23406,0
5111752,32,Rarely,Analytics,6,Other,Female,35,1,5,Executive,1,0,3,0,22,6,0,2,M,18312,0
5111753,45,Rarely,Analytics,32,Other,Male,34,3,4,Manager,1,1,2,0,31,21,14,18,Single,20541,0
5111754,45,Rarely,Sales,10,Marketing Diploma,Male,74,3,5,Senior Manager,5,0,4,1,17,9,0,2,Married,25761,0
5111755,22,Rarely,Analytics,13,Statistics,Female,,4,2,Executive,5,1,2,0,19,2,2,1,Single,17416,1
5111756,45,Rarely,Analytics,10,CA,F,44,4,5,Senior Manager,2,0,4,0,20,25,6,18,Divorsed,26248,0
5111757,,Rarely,Analytics,16,Statistics,Female,69,5,5,Executive,1,0,0,1,23,6,1,3,M,,0
5111758,33,Rarely,Analytics,9,Statistics,Male,69,3,2,Manager,3,1,2,1,22,,0,0,Single,21388,0
5111759,26,No,Sales,30,CA,Male,79,5,1,Manager,5,1,8,0,23,7,2,2,Single,19969,1
5111760,33,Rarely,Analytics,,CA,Female,72,3,3,Executive,4,0,1,0,18,8,1,6,M,17756,0
5111761,22,Rarely,Analytics,1,Statistics,Male,33,4,3,Manager,1,0,6,0,27,4,2,2,Married,19775,0
5111762,54,Rarely,Sales,11,Marketing Diploma,Male,75,3,1,AVP,2,1,6,0,20,29,3,3,Divorsed,27836,0
5111763,31,Rarely,Sales,8,Marketing Diploma,Male,73,3,2,Manager,2,1,4,0,17,13,1,7,Married,22547,0
5111764,25,Rarely,Sales,20,Marketing Diploma,Male,,4,5,Executive,4,0,1,1,23,1,0,0,Divorsed,17413,1
5111765,21,Rarely,Sales,,Statistics,Female,60,2,5,Executive,4,1,1,0,20,1,0,0,Single,17716,1
5111766,32,Rarely,Sales,13,CA,F,58,3,3,Manager,1,1,3,1,17,9,2,5,Married,22583,0
5111767,29,Rarely,Analytics,15,Statistics,Female,81,3,4,Executive,1,0,2,1,17,2,1,1,M,18515,1
5111768,55,Rarely,Analytics,5,Statistics,Male,30,3,4,Manager,3,0,0,1,21,4,1,,Married,19035,0
5111769,41,Rarely,Sales,21,Marketing Diploma,Female,70,3,2,Executive,4,0,1,1,27,4,0,2,Single,18140,1
5111770,27,Rarely,Analytics,7,Statistics,Male,55,3,5,Executive,2,0,2,1,26,9,3,,Single,18875,0
5111771,33,Rarely,Analytics,5,CA,Female,77,3,5,,4,1,2,0,19,9,1,8,M,18370,0
5111772,52,Yes,Sales,12,Statistics,Male,55,3,4,VP,4,0,5,1,30,32,12,11,Married,35847,0
5111773,19,Rarely,,3,Statistics,Male,47,4,3,Executive,2,1,1,0,27,1,1,0,Single,16102,1
5111774,34,Yes,Sales,7,Marketing Diploma,Female,,5,1,Executive,3,0,0,0,21,3,1,0,M,17351,1
5111775,45,Rarely,Sales,21,Statistics,Female,50,3,2,Manager,3,0,8,0,20,8,0,1,Single,19850,0
