userid,Ucredit,Ureview,Web_review,consecutive_usage,Exp_review,assigned _metric,assigned_rating,Product_1,rating_1,product_2,rating_2,product_3,rating_3
a7facf9671c4dd8d412b8b874ef41ec9,6,5.5,3,5.5,5.5, popularity, medium,3030,4.809432947,68237,4.540206381,56782,4.577626536
840012d08218ace331b367f1a5c7fd0a,5.5,3,4,3.5,3, popularity, medium,5291,4.165477815,3030,4.217067854,3462,4.330871669
1ae8c81b9be573edbd744210bc45d744,5.5,3.5,4.5,6,6, popularity, medium,5291,4.165477815,3030,4.217067854,3462,4.330871669
8cfdaed1bb0ac5af9f9de3b2c4b31f41,3.5,5,4.5,5,1.5, diversity, high,6016,4.721822318,77658,4.998483657,33779,4.67766299
9506c5c93356b984bdd17a7d48a36997,5,5.5,4,4.5,1.5, diversity, low,26587,4.496540961,7396,4.63594841,8873,4.366564531
d9955166fbdbc60ca80f1b36d38601d4,6,3.5,5,3,3.5, all, default,527,4.153279136,1221,4.105341931,6016,4.027794836
debdf27243aa9581944616f421fa3fb8,6,4,4.5,5.5,1.5, popularity, high,913,4.476619034,903,4.568146691,32587,4.468868917
97021e7fc3f465c130c2d03a65c922f4,4.5,4,3,5,2, popularity, high,1221,4.094193677,4226,4.030188632,1193,4.080142937
e4e2ad9aff8382ef405478af468268cc,6.5,4,4,5,5, popularity, high,1653,4.24858758,58559,4.330561584,3147,4.235908849
863242009cfc08770d4a4b2be794ea30,6.5,4,4,5,4.5, serendipity, medium,102588,4.671603708,98956,4.919165031,127088,5.489147168
faec1b91ec4bd3fc157f693b2d80718a,6,3,5.5,7,3.5, serendipity, low,1203,3.696808314,94466,3.602749768,30749,3.518236288
188b0cca409b8e0517720f18aa8a4f8d,4,4,4,4.5,2, popularity, low,112290,4.055876796,94466,4.155338497,112852,4.073905258
14e7593e7101b934b13675ba2bbbddd2,7,7,4.5,4,3, all, default,92259,4.826158965,44555,4.570661716,33166,4.706508513
c5166242b56b0127f6b6d1037f949d07,6,5,6,6.5,3, diversity, high,318,4.298450054,77658,4.147532893,101850,4.132125912
b8e8a964021cdaacc8cf565bb823c3e7,5,5,2.5,3,3.5, diversity, low,1148,3.782982456,745,3.775976438,66934,3.697377021
625f88fb17ac40171df6a6cdab29ec6f,4,4,4,4,4, diversity, high,7502,4.821968095,912,4.505713367,109487,4.335786341
a8033e5ab918469531962e48d81d856a,4,3,3,5,4, serendipity, high,122892,4.198547483,131724,4.359471873,129514,4.287839623
47d4ba72fc6e3a6c6eab27a767f14ff6,4.5,4.5,4,5.5,1.5, serendipity, high,77658,4.288661946,3702,4.264894676,3703,4.342952774
89842678e49839b0888730e44064a0fa,5,5.5,4,3,3, all, default,116797,4.691905072,919,4.929633246,953,4.706936071
02a0cec24fbb27d78ffbda37da798f78,7,3.5,5.5,4.5,4, all, default,116797,4.691905072,919,4.929633246,953,4.706936071
75ec3b5ea4aa7effbe6c494013e7aabb,6.5,4,3.5,3,4, serendipity, medium,904,4.490128151,1207,4.41202299,48516,4.34239086
b93ba876c34a1dbc9797751cee59da44,6,5,4.5,4,6, serendipity, high,93988,4.434375405,117444,4.418325348,129514,4.601905674
affbab28e5ce9df9c9a9aa3bf622ec54,4,4.5,3,3,3.5, serendipity, high,77658,4.602305504,1207,4.580761059,59315,4.823481299
a04b0764547ee0c997c14e1d1fa93b46,7,5,5,3,7, serendipity, high,77658,4.602305504,1207,4.580761059,59315,4.823481299
72558bcd98294d091c45b81e86fe13fb,6.5,4.5,4,6.5,6, diversity, high,2324,4.998493136,109374,4.672658104,6016,4.970291524
dc22a8f8592618aad36fc082078c172a,5,6,5.5,7,4, diversity, high,527,5,117533,4.658270423,104944,4.524474891
1931bb2297eb95a80dd414846533eefd,7,3.5,3.5,6,2.5, popularity, low,108979,4.878477484,84716,4.925061082,82143,5
f0bd627b1d3777fc865b75df1d9b766a,5,2.5,5.5,6,3, diversity, high,527,4.524944338,112852,4.254249307,112290,4.236220845
fceeff16ff8e0a46ced573bd7301293b,5,4.5,6,4,1.5, popularity, low,87960,4.1085127,27423,4.128828139,92496,4.139566581
7dc25f41c255d670cdf6d9f89afc802a,4,5,6,4,1.5, serendipity, high,108583,4.356855785,109374,4.24166667,114935,4.232509862
2429936e4eff2733232668c0e0fd053b,4,5,1,5,5.5, diversity, high,5618,5,77658,4.993570121,86377,4.771522944
732dece422610d96382b98a602a1cee1,7,5,5.5,5.5,3, popularity, high,3147,3.919807512,6874,4.318863282,293,3.932025644
2d18ce674c2618397c6b69319a949143,5,4.5,2.5,5,3.5, diversity, medium,969,3.874613683,34405,3.788965738,5690,3.880349739
0fb769e708c82cbbdbc89c930b257f48,5,3,4.5,4,2, serendipity, high,108979,4.651844805,77658,4.273824182,114028,4.399720683
123a4ae0b0904fbec6fd1c90ebdf583e,6.5,4.5,3,2.5,2.5, all, default,527,4.71526829,1221,4.67139658,7502,4.684100729
820c97972b265b8f1c3511959e80f974,6,4.5,4,2.5,4, popularity, low,84187,4.747197921,32460,4.464243371,46855,4.651931212
c1fad731632be2e740f52592881dbee0,4.5,5,5.5,3.5,3, serendipity, medium,2671,3.408959825,3545,3.883060978,2763,3.449473782
b6648870eb61ee8a7e3419c7ceac9d0e,4,1,2,4.5,5.5, all, default,30810,5,1884,5,4848,5
e86457ef97730a4505cab3364ecc7031,5.5,4.5,3.5,5,2, popularity, high,112552,4.373783921,100553,4.465899517,1279,4.298635513
5e92179708a9f096d6fa797b268eb358,5,3.5,4.5,4,3.5, serendipity, low,66934,3.558462794,89774,3.371633992,106920,4.109942839
b12bd723297e13f94d6dce17996af49c,5.5,5.5,6.5,4,3.5, popularity, high,1259,4.385078711,4995,4.376696043,3147,4.528884312
44c7f5d8df325a8dfa1140bbd5825d89,4.5,3,2.5,6,5, popularity, high,129514,4.722754853,114635,4.764364494,127052,4.781821983
f57365d6324f25b1c718df4d00bd265e,5.5,3.5,3.5,3.5,3, popularity, high,129514,4.722754853,114635,4.764364494,127052,4.781821983
908fdd7c177fcbcda1577d5fc44ed548,5.5,3.5,4,5.5,4.5, diversity, high,858,3.883050036,86504,3.734851495,127441,3.729727021
9e24d06ab3b47d5cbd72e6e5c6c430e3,4,2,4,5.5,1.5, diversity, high,858,3.883050036,86504,3.734851495,127441,3.729727021
8c17370ba034b13cfa56e00ac3d304af,7,6,6.5,4.5,2, diversity, low,1104,4.363111961,2132,4.531436409,926,4.198957019
defd45f83df9a62166df4bdbd0a1ce2b,5,4,6,6,1, diversity, low,1209,4.355906273,3681,4.160835276,1304,4.266066265
97e0e773d48fcfbc59dc1e4549f1216e,5.5,3.5,5.5,5.5,4.5, serendipity, low,2300,4.67085249,2019,4.497628266,858,4.454122399
a169258b51170f60e5d6f3582f6c8fd9,5.5,3.5,3.5,4,3.5, serendipity, low,2300,4.67085249,2019,4.497628266,858,4.454122399
066255f729cdb41ce23e139322380532,5.5,6.5,5,5,1.5, serendipity, medium,82143,3.856141459,100553,3.861646343,86504,3.762573457
8f3a59e201178eda99646354098f5c81,5,4,6,6,3, serendipity, medium,3035,4.303492925,2067,4.197909602,1281,4.628347091
fc58dce252159c584a1402c8e1d79f38,4,4.5,4.5,5.5,4.5, all, default,293,4.694018448,7502,4.700512742,1203,4.673079845
01a88049c6c3c11cf94e1921a042a2f4,6,3,6,6.5,3, diversity, medium,64034,4.444692782,1077,4.460173875,89774,4.483917794
9e05723599ab46d45a116e781733e00e,4.5,4,3.5,5,2.5, popularity, medium,112171,4.306541121,26614,4.11100626,54259,3.994340951
136c29e2d7e76b113cce1268119ebc09,5.5,4,6,6.5,2.5, serendipity, high,113275,4.795003045,2076,4.713621469,1285,4.871645705
aaabfa6303b351c6063ab668c7c44991,4,4.5,5.5,6.5,4, popularity, low,94466,4.239816219,117881,4.564580892,77658,4.262536661
72d33615624c23b9c53d7ed823f71adc,6,5.5,5,3.5,3, diversity, medium,1281,4.582846445,1282,4.518744775,2763,4.44348797
7c2cfb06074b99b835f5f22f781f899e,5,2,1.5,3,4, popularity, low,103141,4.873310879,81847,4.738827115,99114,4.83223439
8b91dc3934e60ba26723de98052d421d,6,3.5,4,6,3, diversity, high,77658,4.014629114,100553,4.159129542,129514,4.331454887
76a9fd680119bf71fc910d611bdded45,6,3.5,3.5,3.5,4.5, diversity, low,2019,4.23553179,3030,4.193747042,1945,4.245977305
dd45f52956363773f1a9933bc80a3753,5.5,4,6,5.5,4, serendipity, high,7502,4.256005335,77658,4.304067655,95311,4.14499142
24c89d1f4d190fbefcd2a8ed20b2c756,5,4,4.5,4,4, popularity, high,31658,3.977879918,162,3.96503181,1298,3.986449666
23f137b9dbacb935c412c23134ea426a,5.5,3.5,4.5,6,4, diversity, medium,1035,4.11310775,84273,4.141757905,3147,4.098014087
d369962c73da531c5e4dd308f38f043f,5,3.5,6,2.5,2.5, diversity, high,1221,4.714099466,7502,4.547876846,82143,4.49235458
6d8bec6e4ed68ce0fe0ee7a6d16bc75d,6,4,6.5,5.5,1, diversity, medium,1210,4.569444077,8665,4.433118012,923,4.72329166
1668ea784e1f6c4a36b76a87e6a445ca,4,4.5,3,2.5,3.5, serendipity, low,5673,4.065227506,3462,3.959714565,3030,4.025226789
0d51fafd6da7411d50cae9b70488b2e3,6,6.5,5.5,6,3.5, all, default,4973,4.497999643,2324,4.476729596,7361,4.428437893
402e4a5a553a02e03701f0a842577a08,5.5,3.5,5.5,5,4, serendipity, high,103235,4.830329337,117533,4.719551664,104069,4.673109294
06ba0fec570d39b4c7a41e2c6e34229b,5.5,3.5,6,6,1.5, diversity, medium,1983,3.978696874,1096,3.934626487,3016,4.086377128
943f3580ebc4ef11b3b68024730683d7,5.5,5,4,5,2, serendipity, high,115617,4.67084173,7502,4.526487033,77658,4.495810621
81c3c538eee076613e773937e15a905b,5,4,6,6.5,4.5, diversity, high,50,4.055013351,118930,4.131558428,130644,4.26327489
090b476722d8ba7e96ed9042208dc4a4,5.5,4,3,3.5,3, serendipity, medium,95510,4.586801159,527,4.944709003,1961,4.553291798
a1a7730e1aeb6a70fbbab512ace3e606,6.5,5,7,6,4, popularity, high,100553,4.525289288,104636,4.526014237,86504,4.536281632
d28b31aa4521ba8f2c8ccb5a360102a4,5.5,3.5,4.5,3.5,5, serendipity, low,293,4.388884714,3275,4.634506279,9010,4.389099299
679f5362b1ae2446ffdfc28cad74acd8,6,2.5,5.5,1.5,2, popularity, medium,3307,4.610880671,27611,4.604938105,2176,4.638637758
f629abf84865884ccee23990ab5fdd76,6,4.5,6,2.5,4.5, popularity, low,94466,4.303102133,77658,4.325822575,92259,4.26153225
569db938f9e5e7eff6bde7b7dfe39335,5.5,3.5,3.5,6,2.5, popularity, low,99813,4.382556038,89774,3.882324991,96821,4.040982407
4042caad6fa83ce53087a206386d035c,6,6,5.5,4,2.5, popularity, medium,2871,4.468034796,1235,4.703214409,1172,4.316572872
0bbab78d893fd9de32faac2d7a564591,6.5,4,1,2.5,1, serendipity, medium,3503,5,6818,5,1464,5
1383e696e2f900aacc5340f8a495add5,6.5,5,4,4.5,3, diversity, medium,7669,5,85342,5,66934,5
aa436d0cdbfa70baa2ffbdd8cd64d77c,4.5,3.5,4,5,3, serendipity, medium,108979,4.684433084,95858,4.681380415,77177,4.877096739
ae868c51cd2420daa555d01c8b3e434a,6.5,6,7,7,6.5, serendipity, medium,108979,4.684433084,95858,4.681380415,77177,4.877096739
ca42ab72276d2a1fe648b0fd2aa3c239,3,6,2.5,4,4, diversity, medium,3676,4.365946366,1203,4.205497887,541,4.396350905
c564f252c8b6d5d46fe54546db0a4c96,6,4,5.5,6,3.5, diversity, low,1196,4.374556192,1210,4.125566613,1208,4.186686092
2a13c8d8f73ef9633503cc3ef4423a20,4.5,6,5.5,5,4.5, all, default,318,4.204468041,50,4.092112158,6016,4.001803684
794d41b8611a862aa4667eb5a1b8d4f4,6.5,4,7,6,2.5, popularity, low,93988,4.381385932,84187,4.717297567,96829,4.527821905
a7411a48f5d4fb51a8bb360057334dac,4,4,4.5,6,5, popularity, medium,1028,4.632017548,1035,4.674430973,1252,4.367875666
f878aa3e9e727762465f14c8e6ac0325,5.5,4,4,3.5,2.5, popularity, medium,6370,4.372539882,30803,4.365527012,71899,4.327060156
1410416974b4676766c1270e2c0f7165,5,4,2.5,2.5,3.5, diversity, high,2858,4.371866574,112552,4.063113017,88125,3.957824476
e091e061cac7a58bc55b606e3718763e,7,3,7,4.5,1, diversity, high,1232,4.436783726,82143,4.501468472,102217,4.299964985
796dde613196add25a0a870250da4039,5.5,4,4,7,3, popularity, low,100714,4.564002051,7327,4.784859557,112552,4.530489476
a44ec027de6b34346b72ed825037f742,4,4,4,4.5,3, popularity, low,94466,4.250418944,90600,4.261640304,77658,4.27631546
15ba0b093a9a409d176282ab8847047e,5.5,4,3,5.5,4, popularity, medium,955,3.840930788,1217,3.95925464,926,3.863371204
8006b299b03d4554f9c8f5a6ba188629,3,2.5,3.5,2,6.5, all, default,5952,4.729034309,858,4.488455229,50,4.469003823
09af1643579cb720663718be7352ae78,5,3.5,1.5,3.5,1.5, all, default,5952,4.729034309,858,4.488455229,50,4.469003823
88d915b103ecc0a780529f2fd2ef4c90,6,4.5,4,6.5,5.5, diversity, medium,1172,4.360957919,1204,4.357452108,908,4.455087871
db6cc3971f39cef65a0b76461f2de31c,4,4,3.5,4.5,4, diversity, medium,147,4.784105931,2160,4.628933382,1222,4.821102857
342701859b13f7e9377a20abf214ab23,4.5,5,5.5,5,2.5, popularity, medium,106438,4.831182522,94466,4.648623333,102993,4.802920383
e8eac4a518175b9a9331b7831bd23ba3,5.5,4.5,4.5,5,4.5, serendipity, high,77658,4.456540919,82143,4.90074795,93040,4.549365851
35762506efeb8254303bf71e817840fe,6.5,2.5,7,4.5,3.5, popularity, medium,3925,3.620734489,7327,3.608661559,97921,3.68900398
62096740195ad3d3bd209fb9cab009e8,4.5,4.5,5.5,4,2.5, serendipity, high,116797,4.076948684,1288,4.114394843,1197,3.975195526
2111f162ff288b41a55ca4a59e71e252,4.5,4.5,5.5,5.5,3.5, serendipity, medium,115667,4.95579652,77658,4.452546858,92210,5.050512186
c8d195dc7fb3706c4afa320ea0370884,5.5,4.5,6,5.5,3.5, popularity, high,1221,4.709995035,3578,4.21541001,1214,4.598564213
7c5099a1f9ca585f2a043dd5ef0f91b6,4,3.5,4.5,4,2, popularity, high,1221,4.709995035,3578,4.21541001,1214,4.598564213
dbc7302449c37e9ee4fbf04d7357f7b3,5.5,2.5,3,5.5,2, all, default,912,4.951024916,2324,4.855525767,904,4.968836701
a5eb6d21ec383afbfe9961123453ddcc,5,4.5,5.5,4.5,2, popularity, low,112399,4.485690753,74282,4.602100256,65868,4.422467586
6d9d06e2287df9bca4f5a2eb897d8ab4,6,6.5,1.5,2.5,4, diversity, medium,52042,4.69381292,1967,4.546629102,3262,4.804796566
09d37ed7c6f606d4717e9f4d2697264d,4,5.5,6,4.5,1.5, serendipity, medium,43497,4.179904188,109629,4.436792306,102469,4.523496115
6acc32427547ed2bdab63c34f20f0228,6,3.5,5,6,1.5, diversity, high,1221,4.523390715,7502,4.520190777,86504,4.193945091
cd08114b641efadee87fd7480dc3285e,4.5,3,2.5,5.5,1, diversity, low,2019,3.912128016,3030,3.90723658,6669,3.946974429
cf8ca4fcc5783cae23738fb531c43fce,6,5,2.5,3.5,5.5, serendipity, medium,1483,5,7123,5,2076,4.901945931
cfcc621cccaa5bf7ed55cf89cbce2227,4.5,4.5,6,3.5,2.5, popularity, low,105250,4.396287945,112399,4.409016646,26674,4.43563783
b2041aea90ebe93017a710adec0f6c61,4,5.5,6,6,2.5, popularity, medium,1280,4.640645806,8958,4.424242722,7502,4.516857169
645f180b11c123a84c5de6759b7129ae,4,5,2,2.5,3, popularity, low,99764,4.551855943,105250,4.764033637,108729,4.503367047
f0b66f04fd044d8b0639a44f710782af,4.5,2.5,4,7,3, serendipity, medium,108983,4.120470726,104636,4.232282384,120815,4.250154303
4f59c732f82abafdb5da253073e3e432,3,2.5,4,5.5,3.5, diversity, low,5952,4.458833323,4993,4.449778605,3996,4.572375433
1ea79fb201395668f5974ec1ed804918,5,6,4.5,6,5, diversity, medium,90746,4.170712755,26326,4.231224817,88810,4.116288252
bab1f5af3c243984cbf6ff10202deca1,6,4.5,4,3.5,2, diversity, medium,90746,4.170712755,26326,4.231224817,88810,4.116288252
0bfb73736d13a44ada9659d13ab2f1a5,4,3,4,5,1, diversity, high,1221,4.068002901,109487,3.934380459,93040,3.878929133
faac91c355ad7d3db0da22149f12b777,6,4,5,3.5,2.5, popularity, low,74438,3.701310996,81564,3.431133294,88810,3.527702459
431e797a14acca09fabd310be84269a4,6,4,4.5,3,3, serendipity, low,3468,3.910361146,44191,3.826909941,2028,3.96175559
a1d082a34b2f4668455ab3ece267cf9e,7,6,6.5,6,5, diversity, low,3000,4.334706991,7099,4.249329289,2324,4.281897471
bbabaddade82aade657681b63523f969,5,5.5,6,4.5,2, diversity, low,104879,3.910593923,27773,3.900867543,92259,3.910946932
1eb9fbe508a1ce1ac458a46a03a9e93b,4.5,3.5,3,5,6, serendipity, high,7502,4.294534469,77658,4.243498556,3114,4.275038701
6dca8d2b55c96bb04fcbe16f259fffde,4,4.5,4,6.5,1.5, diversity, low,4993,4.433853577,5952,4.401516276,2019,4.403489077
e219523c918743c10dbabff210943209,6,4.5,5.5,5.5,1, popularity, high,44665,4.489771394,44555,4.695330952,69757,4.631052538
fb53bc67003b02a9efee1af3d51e56b5,5.5,3.5,4,5,3, serendipity, medium,77658,4.150707532,5444,4.406527554,5218,4.0703621
319df79b933220e454a34615e3aa6d40,3.5,4.5,5,5,3, all, default,116797,4.804630098,112552,4.811789088,1203,4.81820639
f6ce380bdf17ac1411ed7b13bee948e3,5,4,5.5,4.5,3.5, popularity, high,2018,3.874411022,2087,4.021019544,2085,3.962839824
b3f37410c5f934084afe82668d7e694a,4,4,4,4,4, all, default,904,4.436394784,912,4.406816183,1207,4.367734062
aed5aead613b3ec7714ce571f274028b,4,3,3.5,5.5,2, popularity, low,81847,4.537820111,91500,4.539546061,87232,4.575581574
b70eb1f751e14e508eb0c2284a3ef55c,3.5,5,4.5,4,3, serendipity, high,116797,4.565846175,112552,4.565080391,77658,4.311792808
0761f3acdf785da2c85f4d64c0f27abc,6,3.5,5,3,6, serendipity, high,77658,4.609947599,108583,4.533126527,86377,4.243898969
d7443883fe8c7f36f7c3eaa2403ec820,4,5,4.5,4,2, popularity, medium,52042,3.881987488,65216,4.505997398,128320,4.066036757
5c87d15c69aea583f38371d049c7311e,5.5,4,6,4,3, popularity, low,87960,4.091062436,51559,4.095778398,102602,4.112944948
1db7645518549c4400e951b9b330fe96,6.5,2,4,4,1.5, popularity, low,87960,4.091062436,51559,4.095778398,102602,4.112944948
5875cd97b39b062afb9540c87455733e,6,5,6,3,6, diversity, low,4993,5.008570979,5952,4.893978899,7153,4.932989391
179d15517b4f5e2bce6a307021e60ac1,7,4.5,3.5,3.5,3.5, diversity, low,4993,4.768789161,5952,4.716657855,58559,4.671556469
8f56656a9943cc5310f155e6ac7eee6f,7,2.5,6,6,3.5, serendipity, high,109487,4.680044053,102445,4.646459354,88125,4.469688385
7ff282055122bf318a5e4b75e2b914c6,4.5,6.5,6,5.5,2.5, diversity, low,1148,4.274922726,745,4.105594461,78499,4.074712915
d13b73bed3a733307704cf6eaa3c6dff,5.5,5,4,6.5,5, popularity, medium,1900,4.189469073,116797,4.088809254,66665,4.139774216
082a5e7953edbfd7f6366e42626e373d,4,2,2.5,5.5,2, popularity, high,2151,4.019444168,96473,3.803820683,106762,3.829395616
1f155858866b7f4a9f2e578c78990abd,4,2.5,6,6.5,2.5, serendipity, medium,108983,3.739140986,93006,3.919857082,102217,3.769509814
6caea9ebb4df3a90fca5fc8afeb81761,4,4,4.5,3,1, diversity, high,858,4.92406365,77658,5,86377,4.819308943
9600462a6d913c56cb1b32a40a4bdbe3,5,5,4,5,6, serendipity, high,116797,4.70895223,7502,4.51650484,109487,4.51193267
09669a6ac2911754783900fad7aba260,6,6.5,6.5,7,5.5, diversity, medium,27611,4.875897955,108583,4.876730958,77658,4.693013939
6dc8724832fa33482774fe657cabd4d3,5,4,4,5.5,3, serendipity, medium,68157,4.514086102,30707,4.258035858,3703,4.600180305
e6171b104c0cb6edb4885194ea4dec41,5,7,7,4.5,7, serendipity, low,94466,4.380174894,3949,4.288022557,3307,4.430449851
2bcfea9f9f60d3364c655f4024fe0447,6,4,3.5,3.5,5.5, diversity, medium,1233,3.927102795,1219,3.909327724,1217,3.984347732
95c3e47a9506961802732677d767cb8a,5.5,5.5,4.5,5,5, diversity, medium,1204,4.385085653,68954,4.308461227,48516,4.360455611
f805cf9589d118d8b804df78f0aa67da,5.5,4.5,5,5.5,1.5, diversity, medium,112552,3.959371098,77658,3.964533266,112183,3.838665658
c19a94c62cb3b527793b785a90f9cacb,6.5,4.5,4.5,3,4.5, serendipity, medium,4144,4.961551987,1230,4.138128866,4914,4.667178196
78a44f948b616051b78a96446673284f,4,5.5,5,4.5,2.5, all, default,104374,4.622043288,108583,4.947530274,2804,4.527076874
57a8b63ec0b31f086de797677fd927d3,3.5,4.5,6,6.5,2.5, popularity, low,96606,3.821910568,27727,3.772334824,6643,3.849158829
84732c6cd677cadb59bca480e458a91c,4.5,4.5,3.5,4,4, diversity, high,858,4.39740047,7502,4.403410407,77177,4.376981903
fd261e6cde908907a87a6b8d5754e9fb,5.5,3.5,5.5,4,5.5, diversity, high,858,4.39740047,7502,4.403410407,77177,4.376981903
1348b0f9ab1e2e6df45de039a0bb8e76,5.5,4,6.5,7,1.5, diversity, low,2019,3.898231926,3030,3.853515689,5291,3.823827527
211eebbaac008418638f5ee4574b837b,6.5,4.5,6.5,5.5,6, diversity, high,2324,4.930403958,7502,4.806848339,77658,4.597798513
afe7678b73293167567c7581f1b3a806,4.5,5.5,2.5,2.5,2, popularity, low,97648,4.529864401,112399,4.553140607,102217,4.582171228
5e2f1d2c10bc29be38f94f3c857d6d39,6.5,3.5,3,3,2.5, serendipity, high,7502,4.188072416,77658,4.123155637,86377,4.003648831
8956adab5edbe41b7e130acf3c3b3d9d,5.5,5.5,5,5,3.5, popularity, medium,86880,4.291462083,106489,4.571026839,60397,4.568988964
9aac82e04d4398c2a310dbf22d6a08ab,5,6,4,2,3, popularity, low,94466,4.310580134,112852,4.229146895,92535,4.267945066
8f33963e9c924c064e499e5cc86f4b05,3.5,3.5,4,3,5, diversity, medium,3363,3.934767828,84273,4.246473978,68959,4.391987493
4fc2c7214577ba92e1a5ef012b31b2f1,5,5.5,6,5.5,2, diversity, high,3578,4.268563686,102445,3.821046862,93040,3.796793405
6f1e7e818b0e55d1e49d6e86eb8308d1,6.5,3.5,4.5,7,5, diversity, high,3578,4.268563686,102445,3.821046862,93040,3.796793405
8f9667ca74a33d1b680838e6e9105f91,2.5,3,3.5,4.5,2, serendipity, high,112552,3.943412064,77658,4.087705073,115569,3.747846907
b8f94d2c2cef94be47cf139f616bbd37,6.5,4,6.5,3,5.5, serendipity, high,112552,3.943412064,77658,4.087705073,115569,3.747846907
005fe8678214011d7f92e51f9a546d40,5.5,6,2,4.5,1, popularity, low,94466,4.172660863,77658,4.199668475,92259,4.140833974
6d1bdc8e4530149c049564516e0213f7,4.5,3.5,6,5.5,1, all, default,4226,4.824658842,115617,4.803255194,34405,4.898874877
cdc60474a84852f28f42441686869c05,7,6,3.5,2,2.5, popularity, low,113741,4.24037514,108583,4.48384159,112290,4.63572082
70fb05884ca321fcb20ce5d2ed9c8548,7,4.5,6,4,5.5, serendipity, low,4973,3.979226059,1209,3.908808747,94466,3.955942674
551bf81591ce13f7faead7faefe1b2bd,5.5,2.5,2,2,3, all, default,4973,4.599297394,8874,4.57896429,2019,4.618605506
f0ab1bdcd4f15db06c11f084798745fa,4.5,4,6,6,3, serendipity, medium,112316,4.315913738,115881,4.393041406,133419,4.436425696
9e78d4741b3acd246fb09b1115e06561,5.5,4.5,3.5,5.5,3, popularity, low,112290,4.012807844,112852,4.030836305,77658,4.205446997
7482faca0abc48d05faec82b957da6e1,6,3.5,4,5,2, popularity, low,112290,4.012807844,112852,4.030836305,77658,4.205446997
6f02a9be6e58a1baa76155ed2084dc66,6,4.5,3.5,5.5,3, serendipity, high,7502,4.502031216,77658,4.526446642,108583,4.432359896
3c2aae3dbba15c9c3715493538de1a05,6,4.5,5,6.5,2, all, default,318,4.865676445,50,4.729878861,527,4.721452368
66c27cdf58cf5480a2700ef8f6afbb4e,5,4.5,3.5,3.5,4.5, diversity, high,527,4.152981027,112552,3.844273898,60904,3.784412134
0ff83e41ebcddf20568ed8ce622635c1,3.5,4.5,4.5,4,2.5, serendipity, medium,116797,4.555308083,104069,4.607537073,104944,4.52987145
935b382ff31e766b8cfe87ff8bdb98b6,5.5,3,4.5,2.5,3.5, popularity, medium,6350,4.282614755,91529,4.253645955,3730,4.312493936
e67abcb71789c9c06fa7f7926e043401,7,3.5,4.5,5.5,6.5, diversity, medium,68157,4.429045322,1097,4.370071117,56367,4.65177337
f9195b36784f7d1df38729ca4de89c5f,6.5,6,5.5,3.5,6.5, serendipity, high,77658,4.721984877,108583,4.487450676,104069,4.445943587
a44dec6fbde886cb3e3770314cabb44e,4.5,3.5,5,4,3, all, default,58559,4.292102105,858,4.301510305,79132,4.257992924
cc3eee5cb5b1c7a08a776ffdfb6618c9,4.5,3.5,4,5.5,2, all, default,527,4.01304929,858,3.982913279,44555,3.99520241
bf4b0889b0d61cadbc581292df218801,5.5,5.5,4,4.5,3, all, default,1213,5.055517744,5618,4.961162149,260,4.927265699
8a9d588a6624143f4c260be29cc73af7,4.5,4.5,5.5,3.5,5, serendipity, medium,60992,4.503109122,93006,4.4821419,104636,4.524238582
2767dbd39da3dac4d7320944f6307c43,6,3.5,4,2,3, serendipity, high,108979,4.103687307,82143,4.225840943,108583,4.056467903
f24448c354e7a5395f37a330fcce696a,5.5,6.5,4,3,4, serendipity, low,44199,3.983632014,89047,4.13090735,4011,3.9345992
8e329312be48f793c2f74742d74b6d3c,6,3.5,4.5,4,5, diversity, medium,1284,4.357506207,30749,4.207610577,1237,4.270106042
9b3bfd8c40502e7e3d62b7491b8e3da9,6.5,5.5,6,2.5,4.5, popularity, medium,3462,4.461064306,3030,4.526243953,5291,4.496244192
1a778dd18274536f415cc4ef5b0397b2,4.5,5,3.5,4.5,6, popularity, medium,26131,4.068330072,6669,4.420072992,1232,3.991105406
c61cd33589701c304dfb24c64034ecc3,5.5,6,2.5,3.5,2.5, popularity, medium,5971,3.761811508,44555,3.84404094,27773,3.701366143
d873e81254ac67f3d124f34ed2479d71,5.5,5.5,4,5.5,4.5, popularity, medium,5971,3.761811508,44555,3.84404094,27773,3.701366143
f9a064d7d016f51768bdc9649a53c7cf,3.5,4,3.5,2.5,4, serendipity, high,108583,4.338109181,82143,4.497389402,93988,4.467692137
f44d49d5c7195b2acef61ce3288e3f2c,6,3.5,6.5,3.5,4, popularity, low,97648,4.322291387,96020,4.50274111,72104,4.658306875
3310a5a960e2a810884c21cdb660e3ec,5.5,3.5,4,4.5,3, popularity, low,97648,4.191781473,102217,4.204784098,105250,4.207357251
395b917ef663c3644ff766313e6b463a,5.5,4,5.5,5.5,4, serendipity, high,116797,4.826294861,7502,4.946668521,88125,4.802075975
f158307cd549d8fbeaf7db2ecbe23972,4.5,5.5,5.5,3,1.5, popularity, medium,120112,4.499142639,130518,4.534191612,127021,4.588698615
9f2a7be7307a257fba74ce8a62630299,3.5,3.5,4,5.5,1, diversity, medium,5995,4.536092135,7502,4.271262555,85788,4.012116426
5d8033d1cdb548abe2896620ba256583,4.5,3.5,6.5,4.5,2, diversity, low,593,4.25500317,2762,4.204680012,904,4.280572523
