id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
7664594,1 Bedroom Park Slope 1 Block Subway,40234779,Tristan,Brooklyn,Sunset Park,40.66016,-73.99813,Private room,60,1,0,,,1,0
11453784,Prime Chelsea~roof deck~laundry...,2119276,Host,Manhattan,Chelsea,40.7437,-73.99476,Entire home/apt,200,30,7,14-06-2019,0.49,39,311
30387553,"Ample Central Midtown East 1BR w/ Gym, Doorman by Blueground",107434423,Blueground,Manhattan,Kips Bay,40.74499,-73.97937,Entire home/apt,287,30,0,,,232,268
17387259,Cozy charming room close to Prospect Park,20659301,Helen,Brooklyn,Prospect-Lefferts Gardens,40.65642,-73.96085,Private room,53,14,7,30-06-2019,0.27,1,173
34721719,Chez vous en famille,261891944,Rosine,Bronx,Fordham,40.85368,-73.90172,Private room,75,1,1,17-06-2019,1,1,363
15845669,Beautiful Renovated Apartment NYC.,21444167,Rony,Bronx,Kingsbridge,40.88297,-73.90727,Entire home/apt,105,3,54,24-06-2019,1.68,2,278
11239248,Charming 1BD in hip east village,12317978,Megan,Manhattan,East Village,40.72814,-73.98018,Entire home/apt,135,2,25,09-09-2018,0.62,1,0
5796405,Manhattan Condo at Midtown 45,24126726,Nadine,Manhattan,Midtown,40.75245,-73.97342,Private room,295,1,6,19-09-2017,0.12,3,0
21027809,Sunny 2 br apartment in Prospect Lefferts Gardens,9138141,Lory And Cindy,Brooklyn,Prospect-Lefferts Gardens,40.65894,-73.95262,Entire home/apt,100,1,85,07-07-2019,8.95,1,125
42882,New York room with a view,185978,Newyorkroomwithaview,Staten Island,St. George,40.64524,-74.08088,Private room,70,2,166,13-06-2019,1.66,1,312
13777303,Chelsea  Modern 1 BR. Apartment,70181692,Sayed,Manhattan,Midtown,40.74595,-73.98996,Entire home/apt,399,1,1,08-08-2016,0.03,1,0
27237511,*NO GUEST SERVICE FEE* Beekman Tower Premium Studio Suite,205031545,Red Awning,Manhattan,Midtown,40.75414,-73.96595,Entire home/apt,699,3,3,03-03-2019,0.5,49,204
9603803,Brooklyn Charm,23193,Paris,Brooklyn,Bedford-Stuyvesant,40.68777,-73.9387,Private room,40,2,5,08-04-2019,0.12,4,87
30937306,Hart Street Garden Apartment,34119511,Charles,Brooklyn,Bedford-Stuyvesant,40.69406,-73.93321,Private room,30,2,1,23-12-2018,0.15,1,0
18957774,1 bedroom UWS,132194726,Carlos,Manhattan,Upper West Side,40.78841,-73.97461,Entire home/apt,200,5,0,,,1,0
13234446,Charming Room in Greenpoint,6244152,Julia,Brooklyn,Greenpoint,40.72779,-73.94323,Private room,67,4,0,,,1,0
84659,Large Studio--Heart of East Village,462776,Kyle,Manhattan,East Village,40.72843,-73.98895,Entire home/apt,139,1,388,26-06-2019,3.88,1,142
7749763,Shared male Room on Manhattan. Amazing view! II,39528519,Max,Manhattan,Lower East Side,40.70993,-73.987,Shared room,35,14,6,16-02-2019,0.25,28,201
4773463,Bright new studio in heart of LIC,7156474,Haley,Queens,Long Island City,40.74651,-73.954,Entire home/apt,175,1,0,,,1,0
12181549,Charming Two Bridges Hideout,808189,Ashley,Manhattan,Two Bridges,40.71279,-73.99445,Entire home/apt,111,1,41,23-06-2019,1.17,1,4
59014,"Spacious 1BR, Adorable Clean Quiet",282927,Drica,Manhattan,Lower East Side,40.72052,-73.98589,Entire home/apt,150,3,41,02-01-2019,0.39,1,244
285492,Amazing 1 bedroom apt with NYC View,1486034,Eric,Manhattan,Chelsea,40.74494,-73.9998,Entire home/apt,385,1,63,03-08-2018,0.71,1,364
2160591,"Brooklyn NY, Comfy,Spacious Repose!",6326737,Benjamin,Brooklyn,Bushwick,40.68926,-73.91595,Private room,70,3,40,19-05-2019,0.63,1,365
35465766,NYC Beach House with Yard.,6227706,Michael,Queens,Arverne,40.58817,-73.79914,Private room,99,3,1,29-06-2019,1,1,95
15175161,Camping in Nolita,91425821,Kristin,Manhattan,Nolita,40.72275,-73.99558,Entire home/apt,124,2,1,30-09-2016,0.03,1,0
13796187,Cozy room in UWS,3290750,Sara,Manhattan,Upper West Side,40.80078,-73.9641,Private room,60,4,11,22-05-2017,0.3,1,0
14549226,"Charming & Cozy Private Apt near Prospect Park, BK",89954209,A.J.,Brooklyn,Prospect-Lefferts Gardens,40.65826,-73.95036,Entire home/apt,107,3,82,20-06-2019,2.34,1,284
16584033,Beautiful 2 bedroom apt in Brownstone Brooklyn,4965665,Vanessa,Brooklyn,Clinton Hill,40.68855,-73.96476,Entire home/apt,95,4,0,,,1,156
7286166,Private room & bath in modern apt,5369287,Tatiana,Brooklyn,Williamsburg,40.70995,-73.96722,Private room,130,1,13,08-05-2017,0.28,1,188
32595081,13ft Ceilings > Prime Historic Brownstone Brooklyn,19807856,Jack,Brooklyn,Clinton Hill,40.68575,-73.96311,Entire home/apt,200,2,6,30-06-2019,2.5,1,76
32437992,"Private, Sunny Brooklyn Bedroom in 2 BR Apartment",158739,Zahavah Cara,Brooklyn,Prospect-Lefferts Gardens,40.66311,-73.94356,Private room,65,2,2,01-07-2019,1.15,2,81
29738563,Cozy private room in the heart of Bushwick,223723845,Antonieta,Brooklyn,Bushwick,40.70717,-73.92126,Private room,50,4,3,30-04-2019,0.42,1,40
35669975,Diamond place ✿✿ to rest in NYC center,268119713,Alex,Manhattan,Midtown,40.75855,-73.96661,Entire home/apt,300,30,0,,,1,155
8104879,Here comes the sun!,1831760,Vishnu,Brooklyn,Gowanus,40.68334,-73.9847,Private room,64,7,1,03-10-2015,0.02,1,0
174527,Cozy private family home in Bushwick,833926,Kris,Brooklyn,Bushwick,40.69055,-73.92357,Entire home/apt,150,2,11,28-10-2018,0.46,1,0
32989626,Very nice room - 15min away to Manhattan,248272030,Anissa,Queens,Woodside,40.74299,-73.90295,Private room,50,7,4,27-05-2019,2.07,1,225
21812980,New Brooklyn apartment with a view,157558461,Rasmus,Brooklyn,Bedford-Stuyvesant,40.69001,-73.95136,Private room,80,3,2,18-04-2019,0.11,3,5
903906,charming house on family block,4837614,Christine & Philip,Brooklyn,South Slope,40.66485,-73.98838,Entire home/apt,329,4,2,18-08-2016,0.05,1,0
30559544,Cozy Home,195024580,Mikael,Brooklyn,Williamsburg,40.72066,-73.95726,Entire home/apt,150,7,2,11-03-2019,0.32,1,8
9435503,Library BnB by the Park  - Upper West Side,16722827,MaElena,Manhattan,Morningside Heights,40.80294,-73.96007,Private room,90,2,62,10-05-2019,1.73,1,320
23320351,"Private Bdrm in Huge Apt mins to Manhtn,JFK,LGA!",70331348,Nataly,Queens,Sunnyside,40.73739,-73.92397,Private room,49,1,2,01-01-2019,0.31,1,0
23559016,Lovely room in heart of Williamsburg,173021064,Katie,Brooklyn,Williamsburg,40.71081,-73.94965,Private room,75,2,2,22-04-2018,0.13,2,7
30063808,Williamsburg Full-Floor Vintage Loft,16072607,Matthew,Brooklyn,Williamsburg,40.70901,-73.9676,Entire home/apt,300,4,2,20-04-2019,0.32,1,161
16309329,"Cozy, private room in a 3 br in Gramercy",934811,Monica,Manhattan,Kips Bay,40.74047,-73.98381,Private room,70,2,8,30-06-2019,0.26,1,0
3940301,1 bdrm in Washington Hgts-Park side,7837510,Anna,Manhattan,Washington Heights,40.85722,-73.93354,Entire home/apt,90,7,1,17-10-2014,0.02,1,124
17849234,perfect apartment in New york with 3 bedrooms,6945333,Duryea,Manhattan,Chelsea,40.75538,-74.00441,Shared room,337,27,0,,,1,365
8796283,Sunny flat in lovely brownstone,9138796,Eli And Maggie,Brooklyn,Bedford-Stuyvesant,40.68967,-73.93381,Entire home/apt,130,3,115,23-06-2019,2.83,1,49
7929441,Beautiful Loft w/ Waterfront View!,1453898,Anthony,Brooklyn,Williamsburg,40.71268,-73.96676,Private room,105,2,232,19-06-2019,5,3,64
573795,Spacious Stylish  2 Bedroom Suite,38513,Nkosi,Brooklyn,East Flatbush,40.65204,-73.94938,Entire home/apt,133,4,104,06-06-2019,1.32,1,338
35613103,Stylish / Unique Greenpoint Studio,11971910,Madeleine,Brooklyn,Greenpoint,40.72685,-73.94433,Entire home/apt,110,30,0,,,1,104
4145494,Very Sunny Private Room with Bath,21505913,Geri,Brooklyn,Crown Heights,40.67205,-73.95092,Private room,90,12,24,19-06-2017,0.41,1,64
27831928,Charming 3bed/2ba Downtown/LES,210170222,Anastasia,Manhattan,Lower East Side,40.71815,-73.98213,Private room,400,3,6,31-03-2019,0.87,1,67
31691209,"All set for guys, don’t miss out",51596474,Antony,Brooklyn,Gravesend,40.58453,-73.97172,Shared room,20,5,5,29-04-2019,1.01,12,0
36239436,★Pvt Room in 4BR House ★ Backyard ★Laundry ★ Room4,49164956,Abena,Brooklyn,Bedford-Stuyvesant,40.67762,-73.91565,Private room,46,30,0,,,5,246
1937325,2Br East Village VERY Spacious Apt.,5048868,Matthew,Manhattan,East Village,40.72815,-73.98059,Entire home/apt,295,1,261,08-06-2019,3.82,1,245
14445183,Family Friendly Stay in Brooklyn,88945872,Andria,Brooklyn,East Flatbush,40.6468,-73.9508,Entire home/apt,100,5,83,30-06-2019,2.5,1,31
24793502,Conveniently located to  manhattan,132669029,Edwin,Bronx,Throgs Neck,40.82601,-73.81907,Private room,50,3,19,12-06-2019,1.36,4,8
29885929,Private room 3 - mins from Central Park / CU,17822256,Anna & Frank,Manhattan,Harlem,40.80114,-73.95696,Private room,90,2,32,20-06-2019,4.02,4,147
26874714,Private Room: Rockaway Beach House-Near JFK&Subway,202131439,Paul,Queens,Rockaway Beach,40.58937,-73.81327,Private room,49,1,15,02-06-2019,1.33,1,345
5771361,Newly renovated 2 bed 2 bath in EV,21191263,Jonny,Manhattan,East Village,40.72915,-73.98866,Entire home/apt,275,1,1,30-03-2015,0.02,1,0
21181643,"Midtown Manhattan shared Apartment,Prime Location",152948553,Lexy,Manhattan,Chelsea,40.75133,-73.99671,Private room,99,1,77,17-06-2019,3.64,1,101
28547290,Sunny room W/ Private bathroom -North Williamsburg,96735874,Ally,Brooklyn,Williamsburg,40.71969,-73.96427,Private room,120,1,23,05-07-2019,2.46,1,37
22619073,"Harlem Deco,",84716175,Garret,Manhattan,Harlem,40.82246,-73.93817,Private room,95,1,49,22-10-2018,2.72,2,180
29984457,粉色上房,190324721,Jun Jun,Queens,Flushing,40.75948,-73.8341,Private room,75,1,3,16-06-2019,0.39,4,75
26960589,Brooklyn Sanctuary with Private Luxury Spa,202873307,Dov,Brooklyn,Sunset Park,40.64992,-74.01169,Entire home/apt,750,1,12,06-05-2019,1.2,1,364
30913411,Gorgeous and spacious 1 BR in Nomad new listing,150424721,Kris,Manhattan,Chelsea,40.74531,-73.99098,Entire home/apt,299,3,1,01-07-2019,1,1,155
1434010,Brooklyn College Manor,5654072,Mark,Brooklyn,Flatbush,40.63427,-73.95248,Entire home/apt,171,2,34,02-07-2019,1.47,3,243
19829879,Spacious Loft with Designer Layout,2887664,Brock,Brooklyn,Williamsburg,40.7124,-73.96342,Entire home/apt,260,2,15,23-05-2019,0.68,1,88
19567443,10th btw 5/6 Ave - A special place in Park Slope,50755667,Kyla,Brooklyn,South Slope,40.66837,-73.98649,Entire home/apt,200,2,83,16-06-2019,3.51,3,201
17122814,Sunny room,33675739,Giselle,Manhattan,East Harlem,40.79315,-73.93984,Private room,47,2,60,23-06-2019,2.52,2,233
14070967,Chic pied-a-terre w/ terrace -15mins to Manhattan,84515464,Stephen,Queens,Astoria,40.7671,-73.91261,Entire home/apt,150,3,64,07-07-2019,1.84,1,264
26817803,New Amazing Modern Apartment w/ Backyard,12129877,Andre,Brooklyn,Crown Heights,40.67252,-73.93918,Entire home/apt,110,2,26,26-06-2019,2.21,2,267
20799199,Designer's Chinatown Loft,302544,Tess,Manhattan,Chinatown,40.71569,-73.99421,Entire home/apt,250,2,9,06-07-2019,0.46,1,41
22260983,RENOVATED 2 BEDROOM APT NEAR CENTRAL PARK WEST,9293730,Inna,Manhattan,Upper West Side,40.79638,-73.96332,Entire home/apt,125,30,1,04-08-2018,0.09,16,284
16159444,YOUR IDEAL HOME / 20steps to Subway,27977412,Daria,Brooklyn,East Flatbush,40.64583,-73.9483,Shared room,25,30,10,12-07-2018,0.32,4,332
6225766,Large condo with stunning park views,7702854,Matei,Manhattan,Lower East Side,40.72014,-73.99268,Entire home/apt,280,3,46,24-06-2019,3.17,1,64
19693245,Fully furnished one bedroom in midtown Manhattan,120762452,Stanley,Manhattan,Murray Hill,40.74956,-73.97668,Entire home/apt,175,30,2,05-08-2018,0.09,50,353
9751043,☆ Easy Access To The Best Of Brooklyn ☆,393473,Bobby,Brooklyn,Bedford-Stuyvesant,40.69227,-73.95187,Entire home/apt,115,2,142,17-06-2019,3.38,2,89
26984028,Sonder | 21 Chelsea | Bright 1BR + Rooftop,12243051,Sonder,Manhattan,Chelsea,40.74158,-73.99585,Entire home/apt,245,29,0,,,96,342
5492696,"Lovely Studio, a Block from Trains!",15107994,Saad,Queens,Jackson Heights,40.74761,-73.89466,Entire home/apt,85,4,6,06-01-2016,0.11,1,0
17510140,❤ of Manhattan | Fantastic 1 Bedroom,3191545,Kyle,Manhattan,Hell's Kitchen,40.76485,-73.98436,Entire home/apt,195,30,0,,,23,364
15899421,Perfect Location_Upper West Side_*Central Park*,103128664,Lina,Manhattan,Upper West Side,40.77409,-73.98031,Private room,128,7,71,07-07-2019,2.21,1,171
35260994,"Beautiful / Sunny One Bedroom, Heart of NoLita",36960740,Athena,Manhattan,Nolita,40.72435,-73.99419,Entire home/apt,500,1,0,,,1,9
10787042,Studio 5 min walk to Time Square,16430584,Karen,Manhattan,Hell's Kitchen,40.76371,-73.99306,Entire home/apt,250,3,3,16-11-2016,0.08,1,0
30737182,Central Park Charming Home,197082458,Luisa,Manhattan,Upper West Side,40.7773,-73.97736,Entire home/apt,350,2,9,23-06-2019,1.32,1,286
33987847,Gorgeous Rooftop Views / Seconds From Train,22388757,Jordan,Manhattan,Washington Heights,40.85075,-73.93982,Entire home/apt,120,3,3,07-07-2019,1.7,2,0
8252369,Cute Sunny Loft Space Williamsburg,10276104,Alice,Brooklyn,Williamsburg,40.71219,-73.95623,Private room,85,2,71,24-06-2019,1.53,1,151
35710697,Prime East Village *Sunny & Spacious* 2BR Flat,268614079,Andrew,Manhattan,East Village,40.72513,-73.9839,Entire home/apt,315,5,2,01-07-2019,2,1,160
8213015,Crown Heights Stunner,13563861,Mandi,Brooklyn,Crown Heights,40.67211,-73.94947,Entire home/apt,200,2,0,,,1,0
33989972,MONTAUK HEIGHTS,152503673,Idemudia,Brooklyn,East New York,40.67562,-73.87763,Entire home/apt,89,3,11,01-07-2019,4.58,1,13
34126874,suit No.1,257683179,H Ai,Queens,Flushing,40.75139,-73.81328,Private room,55,1,3,29-06-2019,2.81,6,75
11042240,Lovely 1.5BR Near Park and Subway,57305837,Yair,Brooklyn,South Slope,40.66355,-73.98056,Entire home/apt,145,3,147,03-07-2019,3.62,1,235
19636727,Private Room for 1 with Balcony! (004),137999892,Simranjeet,Staten Island,Concord,40.60732,-74.08709,Private room,40,2,36,09-05-2019,1.6,7,286
33715848,Massive Private rm Private Entrance HEART of Wb,171008642,Mona,Brooklyn,Williamsburg,40.72005,-73.95704,Private room,120,2,14,18-06-2019,4.83,1,18
30120067,Home Sweet Riverdale,163737392,K,Bronx,Fieldston,40.89466,-73.89735,Shared room,50,1,8,06-07-2019,1.26,2,241
21927300,LGA Newly Renovated One Bedroom Apt.1,156952896,Haijiao,Queens,East Elmhurst,40.76537,-73.87639,Entire home/apt,100,1,198,05-07-2019,10.15,2,156
2995701,Sun filled 2BR in BedStuy Townhouse,15271110,Josandra,Brooklyn,Bedford-Stuyvesant,40.68548,-73.92039,Entire home/apt,135,2,296,25-06-2019,4.84,1,187
10585031,Luxury affordable in Williamsburg!,48988714,Luigi,Brooklyn,Williamsburg,40.71362,-73.95617,Entire home/apt,360,1,4,22-06-2019,0.18,3,201
23612811,"Large, Sunny Private Bedroom in Kingsbridge, Bronx",19789539,Isaac,Bronx,Fordham,40.86737,-73.89415,Private room,47,3,14,31-05-2019,0.89,1,197
12680171,Near all shopping & transportation,68848703,Rupi,Queens,Forest Hills,40.71933,-73.84984,Private room,119,2,21,16-05-2019,0.57,2,363
11892476,Beautiful Artsy 1BD Home,39476438,Rachel,Manhattan,Harlem,40.81487,-73.93937,Entire home/apt,92,5,4,28-08-2018,0.11,2,0
29658517,Close by Central Park,222755851,Sarah,Manhattan,Upper West Side,40.79896,-73.96183,Private room,110,3,5,18-06-2019,0.62,2,176
32121725,The heart of NYC,32999831,Valeria,Manhattan,Theater District,40.75943,-73.98756,Entire home/apt,200,2,3,12-05-2019,0.84,1,85
9886034,Charming Crown Heights Apartment,50857647,Shaina,Brooklyn,Crown Heights,40.67797,-73.95397,Private room,75,14,0,,,1,0
13225970,哥大附近卧室 Room on Upper West/Columbia,74231989,Siyu,Manhattan,Upper West Side,40.80205,-73.9658,Private room,36,15,1,01-08-2016,0.03,1,0
28901091,peaceful third floor Fort Greene treetop retreat,171212377,Lali,Brooklyn,Fort Greene,40.68832,-73.97731,Entire home/apt,175,3,38,06-07-2019,4.15,1,122
36421287,Nice & Lovely room in LIC.5 stops to Times Square,203866020,Karma,Queens,Sunnyside,40.73799,-73.92749,Private room,60,1,0,,,1,34
28810799,Spacious Comfy livingroom Lounge spot in BronxHome,217290804,Robert,Bronx,Morris Park,40.85661,-73.85281,Shared room,40,1,2,29-10-2018,0.23,1,88
12973819,"Huge 1BR 5 min to Park, Train",71402091,Jeff,Brooklyn,Flatbush,40.65421,-73.95945,Entire home/apt,90,4,7,23-04-2019,0.18,1,0
13558030,"Comfy Room 10min/ LGA, 30min/ JFK, 30min/ City",51531044,Angela,Queens,Jackson Heights,40.75061,-73.87576,Private room,40,2,66,09-06-2019,1.82,4,293
5831012,Spacious bedroom in Oversized Apt.,1409854,Didi,Manhattan,Upper East Side,40.77155,-73.94763,Private room,150,25,2,24-04-2018,0.04,1,110
21175036,Beautiful Brooklyn Private Room,152878377,Anthony,Brooklyn,Flatbush,40.64356,-73.96318,Private room,75,3,19,30-06-2019,0.9,1,78
1604488,Private room with stunning view,8548430,Bernardo & Andressa,Brooklyn,Williamsburg,40.72149,-73.96174,Private room,120,3,142,07-07-2019,2.01,1,37
14154373,Quiet Full Bed - East Village / LES Comfy Colorful,4685913,Paul,Manhattan,East Village,40.72097,-73.97769,Private room,90,12,1,14-08-2016,0.03,2,0
30156697,WEST VILLAGE Bohemian flat in neo-Tudor town house,27636707,Gaia&Pietro,Manhattan,West Village,40.73181,-74.00606,Entire home/apt,300,3,21,01-07-2019,5.25,5,308
32636494,Luxurious & spacious in the heart of West Harlem,3901955,Lena,Manhattan,Harlem,40.80556,-73.95497,Entire home/apt,134,7,0,,,1,9
29683293,Guest room nice family in Cypress Hills  :),223393782,Mercedes,Brooklyn,Cypress Hills,40.68983,-73.86905,Private room,45,3,6,02-01-2019,0.78,1,6
22188812,Quiet 2 Bdrm in Williamsburg,67336825,Cody,Brooklyn,Williamsburg,40.70879,-73.94977,Entire home/apt,105,3,2,19-12-2017,0.11,1,0
7734034,Ocean view studio with balcony,35976278,Yin,Queens,Arverne,40.59029,-73.79032,Entire home/apt,125,1,9,24-06-2019,0.2,1,340
8615012,Private Tent - Shared Room (Bed-2),44620317,Claudia,Queens,Corona,40.73977,-73.85777,Shared room,37,1,34,21-09-2018,0.76,4,362
17972466,Perfect for 2 - Heart of the Upper West Side!,33200173,Paige,Manhattan,Upper West Side,40.78549,-73.97673,Private room,90,3,4,26-09-2017,0.16,2,0
26774653,"Bright, Spacious Apartment in Brooklyn",27742407,Filippo,Brooklyn,Clinton Hill,40.68453,-73.96773,Entire home/apt,120,5,2,14-09-2018,0.19,1,13
64365,Crown Heights Garden Apt.,314582,Anthony,Brooklyn,Crown Heights,40.67586,-73.95155,Private room,60,2,227,27-06-2019,2.27,2,287
22961764,Room in central Manhattan,163905917,Matilda,Manhattan,Hell's Kitchen,40.75715,-73.99759,Private room,110,2,13,22-12-2018,0.74,3,23
21503830,Provincial welcomes the new in revitalized Bklyn,310296,Jaqui And Mark,Brooklyn,Prospect-Lefferts Gardens,40.66376,-73.94643,Private room,35,1,45,23-06-2019,2.42,2,52
36339403,Private bedroom near the water and Columbia,222549093,Anna Laura,Manhattan,Morningside Heights,40.81486,-73.95795,Private room,59,3,0,,,3,5
1703506,"Gorgeous, Family-Friendly, NYC Apt!",706623,Emilia,Brooklyn,Bushwick,40.69383,-73.90837,Entire home/apt,159,3,11,27-04-2019,0.2,4,77
18117334,"Bright Zen Bedroom with TV, nr JMZ Subways",3388950,Amaya,Brooklyn,Bedford-Stuyvesant,40.69624,-73.93414,Private room,72,4,59,27-06-2019,2.22,6,120
2087970,West Village Wonder -spacious 1 bed,10658486,Owen,Manhattan,West Village,40.73552,-74.00716,Entire home/apt,239,4,52,26-06-2019,0.82,1,84
19696746,A Garden Grows in Greenpoint / Craft Chateau,5107938,Misha,Brooklyn,Greenpoint,40.72351,-73.94059,Private room,54,2,2,31-08-2017,0.08,1,0
31968550,Brooklyn Place,196935380,Prosper,Brooklyn,Flatbush,40.63886,-73.95228,Private room,80,2,0,,,1,88
271950,Huge luxury 1BR apt near Central Park South(4 ppl),1362808,Max,Manhattan,Upper East Side,40.76373,-73.96897,Entire home/apt,300,3,5,31-12-2018,0.08,1,27
28803718,Art Filled Private Room,62776991,Cem,Brooklyn,Sunset Park,40.66323,-73.99573,Private room,60,5,3,10-05-2019,0.47,1,0
21357642,La Casa de Ishmael,154613793,Ishmael,Bronx,Concourse Village,40.82706,-73.91779,Private room,80,1,0,,,1,88
17940041,Spacious and Bright Two Bedroom,44951851,Yaakov,Brooklyn,Crown Heights,40.66491,-73.9544,Entire home/apt,160,3,11,24-04-2019,0.42,2,0
1583335,West Village 2 br 850 sf - right by the Hudson!,117236,Raj,Manhattan,West Village,40.73078,-74.0104,Entire home/apt,350,4,9,11-06-2018,0.14,1,13
36062007,"Private room in a spacious, clean, cozy apartment.",11123552,Paola,Brooklyn,Bushwick,40.70187,-73.92389,Private room,50,1,1,01-07-2019,1,2,11
30514166,Queen Bedroom newly renovated Bushwick Apartment,51985960,Jonathan,Brooklyn,Williamsburg,40.70552,-73.92947,Private room,38,6,2,24-06-2019,0.32,2,95
9404068,Doorman Swimming Pool Gym Modern Furnished!5208,16098958,Jeremy & Laura,Manhattan,Upper West Side,40.79285,-73.967,Entire home/apt,175,30,7,24-06-2019,0.18,96,280
12145189,Central Park studio at great price!,2961779,Carmen,Manhattan,Hell's Kitchen,40.76735,-73.98578,Entire home/apt,100,2,6,01-01-2017,0.16,1,0
27389647,Master Bed/Bath near Lincoln Center in high-rise,119531605,Nicole,Manhattan,Upper West Side,40.7737,-73.99027,Private room,99,1,7,31-08-2018,0.61,1,0
36453160,LUXURY MANHATTAN PENTHOUSE+HUDSON RIVER+EMPIRE BLD,224171371,LuxuryApartmentsByAmber,Manhattan,Chelsea,40.75204,-74.00292,Entire home/apt,350,1,0,,,1,9
19532164,N.Y.C. APPARTAMENTO LUMINOSO,8816087,Danilo,Manhattan,East Harlem,40.80168,-73.94399,Entire home/apt,176,2,0,,,2,0
27139915,Living Room,199833548,Syeda,Queens,Sunnyside,40.74161,-73.92505,Shared room,40,1,20,09-06-2019,1.88,9,343
2301258,Entire Park Slope Brownstone,11753837,Alexandra,Brooklyn,Park Slope,40.67262,-73.97351,Entire home/apt,305,10,8,11-08-2018,0.12,1,30
16996954,2 Bed 2 Bath Close To Park Pool in building,113805886,Yaacov,Manhattan,Upper East Side,40.77832,-73.94991,Entire home/apt,225,31,10,12-06-2019,0.48,33,351
4423650,Private Room - Central Park View,7183243,Annette,Manhattan,Upper West Side,40.79913,-73.95932,Private room,97,2,114,24-06-2019,2,1,363
11737916,Sunny Room 1/2 block from MTA,2350014,Laine,Brooklyn,Crown Heights,40.67073,-73.95021,Private room,55,1,0,,,1,0
21983105,Cute Loft in the Heart of Greenpoint Brooklyn!,156976885,Carrie,Brooklyn,Greenpoint,40.72549,-73.94453,Entire home/apt,120,3,0,,,1,0
837430,Ground Floor Studio With Backyard,252365,Eileen,Manhattan,East Village,40.7225,-73.98267,Entire home/apt,130,5,4,03-01-2015,0.05,1,0
23195752,"WOW factor! Duplex 3br,2bath. Central Pk, Columbia",5162192,Amy,Manhattan,Upper West Side,40.79788,-73.96235,Entire home/apt,250,30,2,10-12-2018,0.19,12,310
18198,Little King of Queens,70091,Justin,Queens,Woodside,40.75038,-73.90334,Private room,70,30,25,31-05-2019,0.22,1,324
33995614,Lovely LES/SOHO/Chinatown room can fit 3 people!,71400423,Maria,Manhattan,Lower East Side,40.72139,-73.9896,Private room,123,1,10,18-06-2019,4.35,3,0
446367,"Best Block, NYC!  July 25-Aug 18",2216673,Joy,Manhattan,Upper West Side,40.77593,-73.97699,Entire home/apt,90,4,22,10-06-2019,0.27,1,239
9078222,"Prospect Park 3 bdrm, Sleeps 8 (#2)",47219962,Babajide,Brooklyn,Prospect-Lefferts Gardens,40.66086,-73.96159,Entire home/apt,150,2,123,01-07-2019,2.74,2,263
34483436,Steps to Fifth Avenue Shopping Area,260425153,Park Lane,Manhattan,Midtown,40.76459,-73.97416,Private room,425,1,1,15-06-2019,1,14,357
30085136,1 BR in historical Brownstone with terrace/garden,198707356,Stephen,Manhattan,Harlem,40.81756,-73.9452,Private room,99,14,2,26-04-2019,0.32,1,36
4169840,Trendy Bushwick neighborhood,9452830,David,Brooklyn,Bushwick,40.70732,-73.91926,Private room,65,1,32,10-11-2015,0.55,1,188
19228313,Spacious getaway in the heart of Harlem,63010844,Morgan,Manhattan,Harlem,40.82399,-73.94382,Private room,46,1,0,,,1,0
13443640,Deluxe 3-BR + 3.5Bath with sweeping city views!!,30283594,Kara,Manhattan,Midtown,40.75143,-73.96973,Entire home/apt,1100,120,0,,,121,184
35454551,Spacious RM in Home w/Backyard/Balcony/Near Metro,23878336,Armando,Bronx,Fordham,40.86963,-73.89465,Private room,79,3,0,,,10,69
35676573,Beautiful 3 bedroom apartment in East Williamsburg,268377412,Nancis,Brooklyn,Williamsburg,40.70522,-73.94243,Entire home/apt,226,2,0,,,1,328
26280689,Artistic Room in walking distance to Central Park,197579052,Vlad,Manhattan,East Harlem,40.79778,-73.93921,Private room,80,1,60,07-07-2019,4.76,2,0
30340538,"2 Bed, 2 Bath Flat In Trendy Nolita - Modern!",225616673,Harry & Morgan,Manhattan,Nolita,40.72113,-73.99595,Entire home/apt,418,1,16,16-06-2019,2.81,1,328
16037576,Large Private Room in Upper East Side,85294325,Phillip,Manhattan,Upper East Side,40.77128,-73.95787,Private room,80,4,19,24-11-2018,0.6,1,0
24199249,Beautiful East Village Room Open For You!,182411776,David,Manhattan,East Village,40.73045,-73.98067,Private room,115,1,37,05-06-2019,2.55,1,128
30049817,Modern Manhattan Apartment,140830391,Jay,Manhattan,Inwood,40.86159,-73.92686,Private room,60,1,15,24-06-2019,2.01,9,89
31212456,Homy Abode,233436938,Janet,Queens,Rosedale,40.65267,-73.7317,Entire home/apt,70,2,14,28-06-2019,4.72,1,105
34498765,Huge Family Apt in Times Square - private elevator,260383024,Inieta,Manhattan,Midtown,40.75546,-73.99095,Entire home/apt,945,2,11,03-07-2019,7.02,1,264
14994076,Dominiques NYC 4Bedrm crashpad**Stay here**metro,310670,Vie,Bronx,Eastchester,40.88207,-73.83538,Entire home/apt,299,2,2,21-05-2019,0.18,13,358
26919911,"Sunny, Artistic Getaway Near Prospect Park",5848252,Monica,Brooklyn,Flatbush,40.65323,-73.96372,Entire home/apt,70,2,11,24-02-2019,0.93,1,0
